director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb,overview
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,"Scrooge is a miserly old businessman in 1840's London. One Christmas Eve he is visited by the ghost of Marley, his dead business partner. Marley foretells that Scrooge will be visited by three spirits, each of whom will attempt to show Scrooge the error of his ways. Will Scrooge reform his ways in time to celebrate Christmas? Written by Mike Konczewski"
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,"""If I could work my will, every idiot that goes about with ‘Merry Christmas’ on his lips would be boiled with his own pudding and buried with a stake of holly in his heart"" So spoke the immortal words of Christmas’ most famous miser, Charles Dicken’s Ebenezer Scrooge. Too mean to join in with the festivities; he sits alone on Christmas Eve. The scene is set for a visitation by the ghost of his late business partner, Marley, now bound to earth by eternal chains and his introduction to the Ghosts of Christmas Past, Present and Future. For it is they who will take him through his life to face the truth about himself…"
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,"One of the best-loved holiday stories of all time is back in this animated, musical version of Charles Dickens' most famous tale. An all-star voice lineup features Whoopi Goldberg, Ed Asner, Michael York and Tim Curry as Scrooge. Come share the joy as cold-hearted Ebenezer Scrooge, the man who ""bah-humbugged"" his way through Christmas, discovers the true holiday spirit after he's visited by the Ghosts of Christmas Past, Present and Future. With original music and eight great songs, this uplifting, animated tale is destined to become a new holiday classic."
Robert Zemeckis,Robin Wright,Colin Firth,Gary Oldman,Animation Drama Family Fantasy,a christmas carol,Robin Wright Colin Firth Gary Oldman Robert Zemeckis Animation Drama Family Fantasy,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption."
Lana Wachowski,Channing Tatum,Mila Kunis,Eddie Redmayne,Action Adventure Sci-Fi,jupiter ascending,Channing Tatum Mila Kunis Eddie Redmayne Lana Wachowski Action Adventure Sci-Fi,"In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…"
Andrew Adamson,Jim Broadbent,Kiran Shah,Shane Rangi,Adventure Family Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe",Jim Broadbent Kiran Shah Shane Rangi Andrew Adamson Adventure Family Fantasy,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever."
Bryan Singer,Jennifer Lawrence,Michael Fassbender,Tye Sheridan,Action Adventure Sci-Fi,x-men: apocalypse,Jennifer Lawrence Michael Fassbender Tye Sheridan Bryan Singer Action Adventure Sci-Fi,"After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan."
Christopher Nolan,Christian Bale,Heath Ledger,Morgan Freeman,Action Crime Drama Thriller,the dark knight,Christian Bale Heath Ledger Morgan Freeman Christopher Nolan Action Crime Drama Thriller,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker."
Christopher Nolan,Christian Bale,Heath Ledger,Morgan Freeman,Action Crime Drama Thriller,the dark knight,Christian Bale Heath Ledger Morgan Freeman Christopher Nolan Action Crime Drama Thriller,"In a post-apocalyptic world ravaged by feuding warlords, a group of desperate soldiers hatch a plan to steal a Warlord's treasure and start a new life. Faced with the threat of a horrific death at the hands of the Warlord's executioners, the men escape into a desolate and forbidden land known only as the Shadowlands. Now the men must flee from the Warlord's vicious assassins while defending themselves from the terrifying creatures that inhabit the land."
Pete Docter,John Ratzenberger,Delroy Lindo,Jess Harnell,Adventure Animation Comedy Family,up,John Ratzenberger Delroy Lindo Jess Harnell Pete Docter Adventure Animation Comedy Family,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life."
Jon Favreau,Robert Downey Jr.,Jeff Bridges,Jon Favreau,Action Adventure Sci-Fi,iron man,Robert Downey Jr. Jeff Bridges Jon Favreau Jon Favreau Action Adventure Sci-Fi,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil."
Jon Favreau,Robert Downey Jr.,Jeff Bridges,Jon Favreau,Action Adventure Sci-Fi,iron man,Robert Downey Jr. Jeff Bridges Jon Favreau Jon Favreau Action Adventure Sci-Fi,"In Coaltown, Pennsylvania, miner Coke Mason hopes to better himself, buy a radio store, and marry Rose Warren. His gambler brother George thinks Coke can be more successful as a boxer, knowing that when he fights he's consumed with a murderous rage that makes him an ""iron man."" Seeing dollar signs in Rose's eyes, Coke reluctantly agrees, though he's fearful of the ""killer instinct"" that makes him a knockout success in the ring...and brings him the booing hatred of the fans. Will Coke throw off his personal demon before he kills someone?"
Jon Favreau,Robert Downey Jr.,Jeff Bridges,Jon Favreau,Action Adventure Sci-Fi,iron man,Robert Downey Jr. Jeff Bridges Jon Favreau Jon Favreau Action Adventure Sci-Fi,Prizefighter Mason loses his opening fight so wife Rose leaves him for Hollywood. Without her around Mason trains and starts winning. Rose comes back and wants Mason to dump his manager Regan and replace him with her secret lover Lewis.
Martin Scorsese,Chloë Grace Moretz,Christopher Lee,Ray Winstone,Adventure Drama Family Mystery,hugo,Chloë Grace Moretz Christopher Lee Ray Winstone Martin Scorsese Adventure Drama Family Mystery,"Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past."
Barry Sonnenfeld,Will Smith,Salma Hayek,Bai Ling,Action Comedy Sci-Fi Western,wild wild west,Will Smith Salma Hayek Bai Ling Barry Sonnenfeld Action Comedy Sci-Fi Western,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.
Rob Cohen,Jet Li,Brendan Fraser,Russell Wong,Action Adventure Fantasy Horror Thriller,the mummy: tomb of the dragon emperor,Jet Li Brendan Fraser Russell Wong Rob Cohen Action Adventure Fantasy Horror Thriller,"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power."
David Ayer,Will Smith,Robin Atkin Downes,Ike Barinholtz,Action Adventure Comedy Sci-Fi,suicide squad,Will Smith Robin Atkin Downes Ike Barinholtz David Ayer Action Adventure Comedy Sci-Fi,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences."
Tom Shadyac,Jimmy Bennett,Morgan Freeman,Steve Carell,Comedy Family Fantasy,evan almighty,Jimmy Bennett Morgan Freeman Steve Carell Tom Shadyac Comedy Family Fantasy,God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.
Doug Liman,Tom Cruise,Lara Pulver,Noah Taylor,Action Adventure Sci-Fi,edge of tomorrow,Tom Cruise Lara Pulver Noah Taylor Doug Liman Action Adventure Sci-Fi,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop."
Kevin Reynolds,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,Action Adventure Sci-Fi Thriller,waterworld,Jeanne Tripplehorn Rick Aviles Zakes Mokae Kevin Reynolds Action Adventure Sci-Fi Thriller,"In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back."
